packet_id	truth_biological_mode	truth_artifact_class	truth_identifiability	truth_n_blocks	truth_event_support_code	truth_e0_reason_code	truth_v_outcome	truth_v_reversal	truth_v_rescue	truth_v_replication	truth_v_tag
F0341	delay	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	False	False	none
F0342	delay	composition	ambiguous	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0343	delay	composition	ambiguous	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0344	delay	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0345	delay	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0346	delay	composition	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0347	delay	composition	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0348	delay	composition	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0349	delay	composition	not_identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0350	delay	composition	not_identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0351	delay	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0352	delay	composition	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0353	delay	composition	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0354	delay	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0355	delay	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0356	delay	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
F0357	delay	composition	not_identifiable	5	E0	E0_not_identifiable	True	False	False	False	outcome
F0358	delay	composition	not_identifiable	5	E0	E0_not_identifiable	False	True	False	False	reversal
F0359	delay	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	True	False	rescue
F0360	delay	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	False	True	replication
F0361	delay	stress	identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0362	delay	stress	identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0363	delay	stress	identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0364	delay	stress	identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0365	delay	stress	identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0366	delay	stress	identifiable	3	E0	E0_artifact_dominated	False	False	False	False	none
F0367	delay	stress	identifiable	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0368	delay	stress	identifiable	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0369	delay	stress	identifiable	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0370	delay	stress	identifiable	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0371	delay	stress	identifiable	5	E0	E0_artifact_dominated	False	False	False	False	none
F0372	delay	stress	identifiable	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0373	delay	stress	identifiable	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0374	delay	stress	identifiable	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0375	delay	stress	identifiable	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0376	delay	stress	ambiguous	2	E0	E0_not_estimable	False	False	False	False	none
F0377	delay	stress	ambiguous	2	E0	E0_not_estimable	True	False	False	False	outcome
F0378	delay	stress	ambiguous	2	E0	E0_not_estimable	False	True	False	False	reversal
F0379	delay	stress	ambiguous	2	E0	E0_not_estimable	False	False	True	False	rescue
F0380	delay	stress	ambiguous	2	E0	E0_not_estimable	False	False	False	True	replication
F0381	delay	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	False	False	none
F0382	delay	stress	ambiguous	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0383	delay	stress	ambiguous	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0384	delay	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0385	delay	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0386	delay	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	False	False	none
F0387	delay	stress	ambiguous	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0388	delay	stress	ambiguous	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0389	delay	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0390	delay	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0391	delay	stress	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0392	delay	stress	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0393	delay	stress	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0394	delay	stress	not_identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0395	delay	stress	not_identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0396	delay	stress	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0397	delay	stress	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0398	delay	stress	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0399	delay	stress	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0400	delay	stress	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0401	delay	stress	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
F0402	delay	stress	not_identifiable	5	E0	E0_not_identifiable	True	False	False	False	outcome
F0403	delay	stress	not_identifiable	5	E0	E0_not_identifiable	False	True	False	False	reversal
F0404	delay	stress	not_identifiable	5	E0	E0_not_identifiable	False	False	True	False	rescue
F0405	delay	stress	not_identifiable	5	E0	E0_not_identifiable	False	False	False	True	replication
F0406	persistent_loss	none	identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0407	persistent_loss	none	identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0408	persistent_loss	none	identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0409	persistent_loss	none	identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0410	persistent_loss	none	identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0411	persistent_loss	none	identifiable	3	E1		False	False	False	False	none
F0412	persistent_loss	none	identifiable	3	E1		True	False	False	False	outcome
F0413	persistent_loss	none	identifiable	3	E1		False	True	False	False	reversal
F0414	persistent_loss	none	identifiable	3	E1		False	False	True	False	rescue
F0415	persistent_loss	none	identifiable	3	E1		False	False	False	True	replication
F0416	persistent_loss	none	identifiable	5	E2		False	False	False	False	none
F0417	persistent_loss	none	identifiable	5	E2		True	False	False	False	outcome
F0418	persistent_loss	none	identifiable	5	E2		False	True	False	False	reversal
F0419	persistent_loss	none	identifiable	5	E2		False	False	True	False	rescue
F0420	persistent_loss	none	identifiable	5	E2		False	False	False	True	replication
F0421	persistent_loss	none	ambiguous	2	E0	E0_not_estimable	False	False	False	False	none
F0422	persistent_loss	none	ambiguous	2	E0	E0_not_estimable	True	False	False	False	outcome
F0423	persistent_loss	none	ambiguous	2	E0	E0_not_estimable	False	True	False	False	reversal
F0424	persistent_loss	none	ambiguous	2	E0	E0_not_estimable	False	False	True	False	rescue
F0425	persistent_loss	none	ambiguous	2	E0	E0_not_estimable	False	False	False	True	replication
F0426	persistent_loss	none	ambiguous	3	E1		False	False	False	False	none
F0427	persistent_loss	none	ambiguous	3	E1		True	False	False	False	outcome
F0428	persistent_loss	none	ambiguous	3	E1		False	True	False	False	reversal
F0429	persistent_loss	none	ambiguous	3	E1		False	False	True	False	rescue
F0430	persistent_loss	none	ambiguous	3	E1		False	False	False	True	replication
F0431	persistent_loss	none	ambiguous	5	E1		False	False	False	False	none
F0432	persistent_loss	none	ambiguous	5	E1		True	False	False	False	outcome
F0433	persistent_loss	none	ambiguous	5	E1		False	True	False	False	reversal
F0434	persistent_loss	none	ambiguous	5	E1		False	False	True	False	rescue
F0435	persistent_loss	none	ambiguous	5	E1		False	False	False	True	replication
F0436	persistent_loss	none	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0437	persistent_loss	none	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0438	persistent_loss	none	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0439	persistent_loss	none	not_identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0440	persistent_loss	none	not_identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0441	persistent_loss	none	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0442	persistent_loss	none	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0443	persistent_loss	none	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0444	persistent_loss	none	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0445	persistent_loss	none	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0446	persistent_loss	none	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
F0447	persistent_loss	none	not_identifiable	5	E0	E0_not_identifiable	True	False	False	False	outcome
F0448	persistent_loss	none	not_identifiable	5	E0	E0_not_identifiable	False	True	False	False	reversal
F0449	persistent_loss	none	not_identifiable	5	E0	E0_not_identifiable	False	False	True	False	rescue
F0450	persistent_loss	none	not_identifiable	5	E0	E0_not_identifiable	False	False	False	True	replication
F0451	persistent_loss	composition	identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0452	persistent_loss	composition	identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0453	persistent_loss	composition	identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0454	persistent_loss	composition	identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0455	persistent_loss	composition	identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0456	persistent_loss	composition	identifiable	3	E0	E0_artifact_dominated	False	False	False	False	none
F0457	persistent_loss	composition	identifiable	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0458	persistent_loss	composition	identifiable	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0459	persistent_loss	composition	identifiable	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0460	persistent_loss	composition	identifiable	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0461	persistent_loss	composition	identifiable	5	E0	E0_artifact_dominated	False	False	False	False	none
F0462	persistent_loss	composition	identifiable	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0463	persistent_loss	composition	identifiable	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0464	persistent_loss	composition	identifiable	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0465	persistent_loss	composition	identifiable	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0466	persistent_loss	composition	ambiguous	2	E0	E0_not_estimable	False	False	False	False	none
F0467	persistent_loss	composition	ambiguous	2	E0	E0_not_estimable	True	False	False	False	outcome
F0468	persistent_loss	composition	ambiguous	2	E0	E0_not_estimable	False	True	False	False	reversal
F0469	persistent_loss	composition	ambiguous	2	E0	E0_not_estimable	False	False	True	False	rescue
F0470	persistent_loss	composition	ambiguous	2	E0	E0_not_estimable	False	False	False	True	replication
F0471	persistent_loss	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	False	False	none
F0472	persistent_loss	composition	ambiguous	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0473	persistent_loss	composition	ambiguous	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0474	persistent_loss	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0475	persistent_loss	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0476	persistent_loss	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	False	False	none
F0477	persistent_loss	composition	ambiguous	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0478	persistent_loss	composition	ambiguous	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0479	persistent_loss	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0480	persistent_loss	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0481	persistent_loss	composition	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0482	persistent_loss	composition	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0483	persistent_loss	composition	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0484	persistent_loss	composition	not_identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0485	persistent_loss	composition	not_identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0486	persistent_loss	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0487	persistent_loss	composition	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0488	persistent_loss	composition	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0489	persistent_loss	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0490	persistent_loss	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0491	persistent_loss	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
F0492	persistent_loss	composition	not_identifiable	5	E0	E0_not_identifiable	True	False	False	False	outcome
F0493	persistent_loss	composition	not_identifiable	5	E0	E0_not_identifiable	False	True	False	False	reversal
F0494	persistent_loss	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	True	False	rescue
F0495	persistent_loss	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	False	True	replication
F0496	persistent_loss	stress	identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0497	persistent_loss	stress	identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0498	persistent_loss	stress	identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0499	persistent_loss	stress	identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0500	persistent_loss	stress	identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0501	persistent_loss	stress	identifiable	3	E0	E0_artifact_dominated	False	False	False	False	none
F0502	persistent_loss	stress	identifiable	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0503	persistent_loss	stress	identifiable	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0504	persistent_loss	stress	identifiable	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0505	persistent_loss	stress	identifiable	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0506	persistent_loss	stress	identifiable	5	E0	E0_artifact_dominated	False	False	False	False	none
F0507	persistent_loss	stress	identifiable	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0508	persistent_loss	stress	identifiable	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0509	persistent_loss	stress	identifiable	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0510	persistent_loss	stress	identifiable	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0511	persistent_loss	stress	ambiguous	2	E0	E0_not_estimable	False	False	False	False	none
F0512	persistent_loss	stress	ambiguous	2	E0	E0_not_estimable	True	False	False	False	outcome
F0513	persistent_loss	stress	ambiguous	2	E0	E0_not_estimable	False	True	False	False	reversal
F0514	persistent_loss	stress	ambiguous	2	E0	E0_not_estimable	False	False	True	False	rescue
F0515	persistent_loss	stress	ambiguous	2	E0	E0_not_estimable	False	False	False	True	replication
F0516	persistent_loss	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	False	False	none
F0517	persistent_loss	stress	ambiguous	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0518	persistent_loss	stress	ambiguous	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0519	persistent_loss	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0520	persistent_loss	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0521	persistent_loss	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	False	False	none
F0522	persistent_loss	stress	ambiguous	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0523	persistent_loss	stress	ambiguous	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0524	persistent_loss	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0525	persistent_loss	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0526	persistent_loss	stress	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0527	persistent_loss	stress	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0528	persistent_loss	stress	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0529	persistent_loss	stress	not_identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0530	persistent_loss	stress	not_identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0531	persistent_loss	stress	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0532	persistent_loss	stress	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0533	persistent_loss	stress	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0534	persistent_loss	stress	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0535	persistent_loss	stress	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0536	persistent_loss	stress	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
F0537	persistent_loss	stress	not_identifiable	5	E0	E0_not_identifiable	True	False	False	False	outcome
F0538	persistent_loss	stress	not_identifiable	5	E0	E0_not_identifiable	False	True	False	False	reversal
F0539	persistent_loss	stress	not_identifiable	5	E0	E0_not_identifiable	False	False	True	False	rescue
F0540	persistent_loss	stress	not_identifiable	5	E0	E0_not_identifiable	False	False	False	True	replication
F0541	redirection	none	identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0542	redirection	none	identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0543	redirection	none	identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0544	redirection	none	identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0545	redirection	none	identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0546	redirection	none	identifiable	3	E1		False	False	False	False	none
F0547	redirection	none	identifiable	3	E1		True	False	False	False	outcome
F0548	redirection	none	identifiable	3	E1		False	True	False	False	reversal
F0549	redirection	none	identifiable	3	E1		False	False	True	False	rescue
F0550	redirection	none	identifiable	3	E1		False	False	False	True	replication
F0551	redirection	none	identifiable	5	E2		False	False	False	False	none
F0552	redirection	none	identifiable	5	E2		True	False	False	False	outcome
F0553	redirection	none	identifiable	5	E2		False	True	False	False	reversal
F0554	redirection	none	identifiable	5	E2		False	False	True	False	rescue
F0555	redirection	none	identifiable	5	E2		False	False	False	True	replication
F0556	redirection	none	ambiguous	2	E0	E0_not_estimable	False	False	False	False	none
F0557	redirection	none	ambiguous	2	E0	E0_not_estimable	True	False	False	False	outcome
F0558	redirection	none	ambiguous	2	E0	E0_not_estimable	False	True	False	False	reversal
F0559	redirection	none	ambiguous	2	E0	E0_not_estimable	False	False	True	False	rescue
F0560	redirection	none	ambiguous	2	E0	E0_not_estimable	False	False	False	True	replication
F0561	redirection	none	ambiguous	3	E1		False	False	False	False	none
F0562	redirection	none	ambiguous	3	E1		True	False	False	False	outcome
F0563	redirection	none	ambiguous	3	E1		False	True	False	False	reversal
F0564	redirection	none	ambiguous	3	E1		False	False	True	False	rescue
F0565	redirection	none	ambiguous	3	E1		False	False	False	True	replication
F0566	redirection	none	ambiguous	5	E1		False	False	False	False	none
F0567	redirection	none	ambiguous	5	E1		True	False	False	False	outcome
F0568	redirection	none	ambiguous	5	E1		False	True	False	False	reversal
F0569	redirection	none	ambiguous	5	E1		False	False	True	False	rescue
F0570	redirection	none	ambiguous	5	E1		False	False	False	True	replication
F0571	redirection	none	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0572	redirection	none	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0573	redirection	none	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0574	redirection	none	not_identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0575	redirection	none	not_identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0576	redirection	none	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0577	redirection	none	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0578	redirection	none	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0579	redirection	none	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0580	redirection	none	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0581	redirection	none	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
F0582	redirection	none	not_identifiable	5	E0	E0_not_identifiable	True	False	False	False	outcome
F0583	redirection	none	not_identifiable	5	E0	E0_not_identifiable	False	True	False	False	reversal
F0584	redirection	none	not_identifiable	5	E0	E0_not_identifiable	False	False	True	False	rescue
F0585	redirection	none	not_identifiable	5	E0	E0_not_identifiable	False	False	False	True	replication
F0586	redirection	composition	identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0587	redirection	composition	identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0588	redirection	composition	identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0589	redirection	composition	identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0590	redirection	composition	identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0591	redirection	composition	identifiable	3	E0	E0_artifact_dominated	False	False	False	False	none
F0592	redirection	composition	identifiable	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0593	redirection	composition	identifiable	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0594	redirection	composition	identifiable	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0595	redirection	composition	identifiable	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0596	redirection	composition	identifiable	5	E0	E0_artifact_dominated	False	False	False	False	none
F0597	redirection	composition	identifiable	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0598	redirection	composition	identifiable	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0599	redirection	composition	identifiable	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0600	redirection	composition	identifiable	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0601	redirection	composition	ambiguous	2	E0	E0_not_estimable	False	False	False	False	none
F0602	redirection	composition	ambiguous	2	E0	E0_not_estimable	True	False	False	False	outcome
F0603	redirection	composition	ambiguous	2	E0	E0_not_estimable	False	True	False	False	reversal
F0604	redirection	composition	ambiguous	2	E0	E0_not_estimable	False	False	True	False	rescue
F0605	redirection	composition	ambiguous	2	E0	E0_not_estimable	False	False	False	True	replication
F0606	redirection	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	False	False	none
F0607	redirection	composition	ambiguous	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0608	redirection	composition	ambiguous	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0609	redirection	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0610	redirection	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0611	redirection	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	False	False	none
F0612	redirection	composition	ambiguous	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0613	redirection	composition	ambiguous	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0614	redirection	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0615	redirection	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0616	redirection	composition	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0617	redirection	composition	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0618	redirection	composition	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0619	redirection	composition	not_identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0620	redirection	composition	not_identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0621	redirection	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0622	redirection	composition	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0623	redirection	composition	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0624	redirection	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0625	redirection	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0626	redirection	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
F0627	redirection	composition	not_identifiable	5	E0	E0_not_identifiable	True	False	False	False	outcome
F0628	redirection	composition	not_identifiable	5	E0	E0_not_identifiable	False	True	False	False	reversal
F0629	redirection	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	True	False	rescue
F0630	redirection	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	False	True	replication
F0631	redirection	stress	identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0632	redirection	stress	identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0633	redirection	stress	identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0634	redirection	stress	identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0635	redirection	stress	identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0636	redirection	stress	identifiable	3	E0	E0_artifact_dominated	False	False	False	False	none
F0637	redirection	stress	identifiable	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0638	redirection	stress	identifiable	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0639	redirection	stress	identifiable	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0640	redirection	stress	identifiable	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0641	redirection	stress	identifiable	5	E0	E0_artifact_dominated	False	False	False	False	none
F0642	redirection	stress	identifiable	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0643	redirection	stress	identifiable	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0644	redirection	stress	identifiable	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0645	redirection	stress	identifiable	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0646	redirection	stress	ambiguous	2	E0	E0_not_estimable	False	False	False	False	none
F0647	redirection	stress	ambiguous	2	E0	E0_not_estimable	True	False	False	False	outcome
F0648	redirection	stress	ambiguous	2	E0	E0_not_estimable	False	True	False	False	reversal
F0649	redirection	stress	ambiguous	2	E0	E0_not_estimable	False	False	True	False	rescue
F0650	redirection	stress	ambiguous	2	E0	E0_not_estimable	False	False	False	True	replication
F0651	redirection	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	False	False	none
F0652	redirection	stress	ambiguous	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0653	redirection	stress	ambiguous	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0654	redirection	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0655	redirection	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0656	redirection	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	False	False	none
F0657	redirection	stress	ambiguous	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0658	redirection	stress	ambiguous	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0659	redirection	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0660	redirection	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0661	redirection	stress	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0662	redirection	stress	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0663	redirection	stress	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
