packet_id	variant	predicted_biological_mode	predicted_top_mode	predicted_artifact_class	predicted_identifiability	predicted_event_support_code	predicted_e0_reason_code	ambiguity_returned	collapsed_ladder_overstatement	predicted_v_tag	truth_biological_mode	truth_artifact_class	truth_identifiability	truth_n_blocks	truth_event_support_code	truth_e0_reason_code	truth_v_outcome	truth_v_reversal	truth_v_rescue	truth_v_replication	truth_v_tag
F0171	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_identifiable	True	False	none	suppression	none	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0172	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_identifiable	True	False	outcome	suppression	none	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0173	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_identifiable	True	False	reversal	suppression	none	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0174	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_identifiable	True	False	rescue	suppression	none	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0175	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_identifiable	True	False	replication	suppression	none	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0176	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_identifiable	True	False	none	suppression	none	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
F0177	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_identifiable	True	False	outcome	suppression	none	not_identifiable	5	E0	E0_not_identifiable	True	False	False	False	outcome
F0178	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_identifiable	True	False	reversal	suppression	none	not_identifiable	5	E0	E0_not_identifiable	False	True	False	False	reversal
F0179	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_identifiable	True	False	rescue	suppression	none	not_identifiable	5	E0	E0_not_identifiable	False	False	True	False	rescue
F0180	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_identifiable	True	False	replication	suppression	none	not_identifiable	5	E0	E0_not_identifiable	False	False	False	True	replication
F0181	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_not_estimable	True	False	none	suppression	composition	identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0182	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_not_estimable	True	False	outcome	suppression	composition	identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0183	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_not_estimable	True	False	reversal	suppression	composition	identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0184	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_not_estimable	True	False	rescue	suppression	composition	identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0185	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_not_estimable	True	False	replication	suppression	composition	identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0186	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	none	suppression	composition	identifiable	3	E0	E0_artifact_dominated	False	False	False	False	none
F0187	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_artifact_dominated	True	False	outcome	suppression	composition	identifiable	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0188	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	reversal	suppression	composition	identifiable	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0189	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	rescue	suppression	composition	identifiable	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0190	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	replication	suppression	composition	identifiable	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0191	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	none	suppression	composition	identifiable	5	E0	E0_artifact_dominated	False	False	False	False	none
F0192	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	outcome	suppression	composition	identifiable	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0193	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	reversal	suppression	composition	identifiable	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0194	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_artifact_dominated	True	False	rescue	suppression	composition	identifiable	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0195	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	replication	suppression	composition	identifiable	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0196	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_not_estimable	True	False	none	suppression	composition	ambiguous	2	E0	E0_not_estimable	False	False	False	False	none
F0197	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_not_estimable	True	False	outcome	suppression	composition	ambiguous	2	E0	E0_not_estimable	True	False	False	False	outcome
F0198	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_not_estimable	True	False	reversal	suppression	composition	ambiguous	2	E0	E0_not_estimable	False	True	False	False	reversal
F0199	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_not_estimable	True	False	rescue	suppression	composition	ambiguous	2	E0	E0_not_estimable	False	False	True	False	rescue
F0200	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_not_estimable	True	False	replication	suppression	composition	ambiguous	2	E0	E0_not_estimable	False	False	False	True	replication
F0201	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_artifact_dominated	True	False	none	suppression	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	False	False	none
F0202	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	outcome	suppression	composition	ambiguous	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0203	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	reversal	suppression	composition	ambiguous	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0204	full_ted	ambiguous	persistent_loss	composition	ambiguous	E0	E0_artifact_dominated	True	False	rescue	suppression	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0205	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	replication	suppression	composition	ambiguous	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0206	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	none	suppression	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	False	False	none
F0207	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	outcome	suppression	composition	ambiguous	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0208	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	reversal	suppression	composition	ambiguous	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0209	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	rescue	suppression	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0210	full_ted	ambiguous	suppression	composition	ambiguous	E0	E0_artifact_dominated	True	False	replication	suppression	composition	ambiguous	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0211	full_ted	ambiguous	redirection	composition	not_identifiable	E0	E0_not_estimable	True	False	none	suppression	composition	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0212	full_ted	ambiguous	persistent_loss	composition	not_identifiable	E0	E0_not_estimable	True	False	outcome	suppression	composition	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0213	full_ted	ambiguous	redirection	composition	not_identifiable	E0	E0_not_estimable	True	False	reversal	suppression	composition	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0214	full_ted	ambiguous	suppression	composition	not_identifiable	E0	E0_not_estimable	True	False	rescue	suppression	composition	not_identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0215	full_ted	ambiguous	suppression	composition	not_identifiable	E0	E0_not_estimable	True	False	replication	suppression	composition	not_identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0216	full_ted	ambiguous	persistent_loss	composition	not_identifiable	E0	E0_not_identifiable	True	False	none	suppression	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0217	full_ted	ambiguous	persistent_loss	composition	not_identifiable	E0	E0_not_identifiable	True	False	outcome	suppression	composition	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0218	full_ted	ambiguous	suppression	composition	not_identifiable	E0	E0_not_identifiable	True	False	reversal	suppression	composition	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0219	full_ted	ambiguous	delay	composition	not_identifiable	E0	E0_not_identifiable	True	False	rescue	suppression	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0220	full_ted	ambiguous	suppression	composition	not_identifiable	E0	E0_not_identifiable	True	False	replication	suppression	composition	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0221	full_ted	ambiguous	persistent_loss	composition	not_identifiable	E0	E0_not_identifiable	True	False	none	suppression	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
F0222	full_ted	ambiguous	suppression	composition	not_identifiable	E0	E0_not_identifiable	True	False	outcome	suppression	composition	not_identifiable	5	E0	E0_not_identifiable	True	False	False	False	outcome
F0223	full_ted	ambiguous	persistent_loss	composition	not_identifiable	E0	E0_not_identifiable	True	False	reversal	suppression	composition	not_identifiable	5	E0	E0_not_identifiable	False	True	False	False	reversal
F0224	full_ted	ambiguous	suppression	composition	not_identifiable	E0	E0_not_identifiable	True	False	rescue	suppression	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	True	False	rescue
F0225	full_ted	ambiguous	suppression	composition	not_identifiable	E0	E0_not_identifiable	True	False	replication	suppression	composition	not_identifiable	5	E0	E0_not_identifiable	False	False	False	True	replication
F0226	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_not_estimable	True	False	none	suppression	stress	identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0227	full_ted	ambiguous	persistent_loss	stress	identifiable	E0	E0_not_estimable	True	False	outcome	suppression	stress	identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0228	full_ted	ambiguous	persistent_loss	stress	identifiable	E0	E0_not_estimable	True	False	reversal	suppression	stress	identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0229	full_ted	ambiguous	persistent_loss	stress	identifiable	E0	E0_not_estimable	True	False	rescue	suppression	stress	identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0230	full_ted	ambiguous	persistent_loss	stress	identifiable	E0	E0_not_estimable	True	False	replication	suppression	stress	identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0231	full_ted	ambiguous	persistent_loss	stress	identifiable	E0	E0_artifact_dominated	True	False	none	suppression	stress	identifiable	3	E0	E0_artifact_dominated	False	False	False	False	none
F0232	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_artifact_dominated	True	False	outcome	suppression	stress	identifiable	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0233	full_ted	ambiguous	persistent_loss	stress	identifiable	E0	E0_artifact_dominated	True	False	reversal	suppression	stress	identifiable	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0234	full_ted	ambiguous	persistent_loss	stress	identifiable	E0	E0_artifact_dominated	True	False	rescue	suppression	stress	identifiable	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0235	full_ted	ambiguous	persistent_loss	stress	identifiable	E0	E0_artifact_dominated	True	False	replication	suppression	stress	identifiable	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0236	full_ted	ambiguous	persistent_loss	stress	identifiable	E0	E0_artifact_dominated	True	False	none	suppression	stress	identifiable	5	E0	E0_artifact_dominated	False	False	False	False	none
F0237	full_ted	ambiguous	persistent_loss	stress	identifiable	E0	E0_artifact_dominated	True	False	outcome	suppression	stress	identifiable	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0238	full_ted	ambiguous	persistent_loss	stress	identifiable	E0	E0_artifact_dominated	True	False	reversal	suppression	stress	identifiable	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0239	full_ted	ambiguous	persistent_loss	stress	identifiable	E0	E0_artifact_dominated	True	False	rescue	suppression	stress	identifiable	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0240	full_ted	ambiguous	persistent_loss	stress	identifiable	E0	E0_artifact_dominated	True	False	replication	suppression	stress	identifiable	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0241	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_not_estimable	True	False	none	suppression	stress	ambiguous	2	E0	E0_not_estimable	False	False	False	False	none
F0242	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_not_estimable	True	False	outcome	suppression	stress	ambiguous	2	E0	E0_not_estimable	True	False	False	False	outcome
F0243	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_not_estimable	True	False	reversal	suppression	stress	ambiguous	2	E0	E0_not_estimable	False	True	False	False	reversal
F0244	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_not_estimable	True	False	rescue	suppression	stress	ambiguous	2	E0	E0_not_estimable	False	False	True	False	rescue
F0245	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_not_estimable	True	False	replication	suppression	stress	ambiguous	2	E0	E0_not_estimable	False	False	False	True	replication
F0246	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_artifact_dominated	True	False	none	suppression	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	False	False	none
F0247	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_artifact_dominated	True	False	outcome	suppression	stress	ambiguous	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0248	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_artifact_dominated	True	False	reversal	suppression	stress	ambiguous	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0249	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_artifact_dominated	True	False	rescue	suppression	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0250	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_artifact_dominated	True	False	replication	suppression	stress	ambiguous	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0251	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_artifact_dominated	True	False	none	suppression	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	False	False	none
F0252	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_artifact_dominated	True	False	outcome	suppression	stress	ambiguous	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0253	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_artifact_dominated	True	False	reversal	suppression	stress	ambiguous	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0254	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_artifact_dominated	True	False	rescue	suppression	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0255	full_ted	ambiguous	persistent_loss	stress	ambiguous	E0	E0_artifact_dominated	True	False	replication	suppression	stress	ambiguous	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0256	full_ted	ambiguous	suppression	none	not_identifiable	E0	E0_not_estimable	True	False	none	suppression	stress	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0257	full_ted	ambiguous	persistent_loss	stress	not_identifiable	E0	E0_not_estimable	True	False	outcome	suppression	stress	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0258	full_ted	ambiguous	persistent_loss	none	not_identifiable	E0	E0_not_estimable	True	False	reversal	suppression	stress	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0259	full_ted	ambiguous	redirection	stress	not_identifiable	E0	E0_not_estimable	True	False	rescue	suppression	stress	not_identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0260	full_ted	ambiguous	persistent_loss	none	not_identifiable	E0	E0_not_estimable	True	False	replication	suppression	stress	not_identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0261	full_ted	ambiguous	suppression	stress	not_identifiable	E0	E0_not_identifiable	True	False	none	suppression	stress	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0262	full_ted	ambiguous	persistent_loss	stress	not_identifiable	E0	E0_not_identifiable	True	False	outcome	suppression	stress	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0263	full_ted	ambiguous	persistent_loss	none	not_identifiable	E0	E0_not_identifiable	True	False	reversal	suppression	stress	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0264	full_ted	ambiguous	persistent_loss	none	not_identifiable	E0	E0_not_identifiable	True	False	rescue	suppression	stress	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0265	full_ted	ambiguous	persistent_loss	none	not_identifiable	E0	E0_not_identifiable	True	False	replication	suppression	stress	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0266	full_ted	ambiguous	redirection	stress	not_identifiable	E0	E0_not_identifiable	True	False	none	suppression	stress	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
F0267	full_ted	ambiguous	persistent_loss	stress	not_identifiable	E0	E0_not_identifiable	True	False	outcome	suppression	stress	not_identifiable	5	E0	E0_not_identifiable	True	False	False	False	outcome
F0268	full_ted	ambiguous	persistent_loss	stress	not_identifiable	E0	E0_not_identifiable	True	False	reversal	suppression	stress	not_identifiable	5	E0	E0_not_identifiable	False	True	False	False	reversal
F0269	full_ted	ambiguous	persistent_loss	stress	not_identifiable	E0	E0_not_identifiable	True	False	rescue	suppression	stress	not_identifiable	5	E0	E0_not_identifiable	False	False	True	False	rescue
F0270	full_ted	ambiguous	persistent_loss	stress	not_identifiable	E0	E0_not_identifiable	True	False	replication	suppression	stress	not_identifiable	5	E0	E0_not_identifiable	False	False	False	True	replication
F0271	full_ted	delay	delay	none	identifiable	E0	E0_not_estimable	False	False	none	delay	none	identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0272	full_ted	delay	delay	none	identifiable	E0	E0_not_estimable	False	False	outcome	delay	none	identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0273	full_ted	delay	delay	none	identifiable	E0	E0_not_estimable	False	False	reversal	delay	none	identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0274	full_ted	delay	delay	none	identifiable	E0	E0_not_estimable	False	False	rescue	delay	none	identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0275	full_ted	delay	delay	none	identifiable	E0	E0_not_estimable	False	False	replication	delay	none	identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0276	full_ted	delay	delay	none	identifiable	E1		False	False	none	delay	none	identifiable	3	E1		False	False	False	False	none
F0277	full_ted	delay	delay	none	identifiable	E1		False	False	outcome	delay	none	identifiable	3	E1		True	False	False	False	outcome
F0278	full_ted	delay	delay	none	identifiable	E1		False	False	reversal	delay	none	identifiable	3	E1		False	True	False	False	reversal
F0279	full_ted	delay	delay	none	identifiable	E1		False	False	rescue	delay	none	identifiable	3	E1		False	False	True	False	rescue
F0280	full_ted	delay	delay	none	identifiable	E1		False	False	replication	delay	none	identifiable	3	E1		False	False	False	True	replication
F0281	full_ted	delay	delay	none	identifiable	E2		False	False	none	delay	none	identifiable	5	E2		False	False	False	False	none
F0282	full_ted	delay	delay	none	identifiable	E2		False	False	outcome	delay	none	identifiable	5	E2		True	False	False	False	outcome
F0283	full_ted	delay	delay	none	identifiable	E2		False	False	reversal	delay	none	identifiable	5	E2		False	True	False	False	reversal
F0284	full_ted	delay	delay	none	identifiable	E2		False	False	rescue	delay	none	identifiable	5	E2		False	False	True	False	rescue
F0285	full_ted	delay	delay	none	identifiable	E2		False	False	replication	delay	none	identifiable	5	E2		False	False	False	True	replication
F0286	full_ted	ambiguous	delay	none	ambiguous	E0	E0_not_estimable	True	False	none	delay	none	ambiguous	2	E0	E0_not_estimable	False	False	False	False	none
F0287	full_ted	ambiguous	delay	none	ambiguous	E0	E0_not_estimable	True	False	outcome	delay	none	ambiguous	2	E0	E0_not_estimable	True	False	False	False	outcome
F0288	full_ted	ambiguous	delay	none	ambiguous	E0	E0_not_estimable	True	False	reversal	delay	none	ambiguous	2	E0	E0_not_estimable	False	True	False	False	reversal
F0289	full_ted	delay	delay	none	identifiable	E0	E0_not_estimable	False	False	rescue	delay	none	ambiguous	2	E0	E0_not_estimable	False	False	True	False	rescue
F0290	full_ted	ambiguous	delay	none	ambiguous	E0	E0_not_estimable	True	False	replication	delay	none	ambiguous	2	E0	E0_not_estimable	False	False	False	True	replication
F0291	full_ted	ambiguous	delay	none	ambiguous	E1		True	False	none	delay	none	ambiguous	3	E1		False	False	False	False	none
F0292	full_ted	ambiguous	delay	none	ambiguous	E1		True	False	outcome	delay	none	ambiguous	3	E1		True	False	False	False	outcome
F0293	full_ted	ambiguous	delay	none	ambiguous	E1		True	False	reversal	delay	none	ambiguous	3	E1		False	True	False	False	reversal
F0294	full_ted	ambiguous	delay	none	ambiguous	E1		True	False	rescue	delay	none	ambiguous	3	E1		False	False	True	False	rescue
F0295	full_ted	ambiguous	delay	none	ambiguous	E1		True	False	replication	delay	none	ambiguous	3	E1		False	False	False	True	replication
F0296	full_ted	ambiguous	delay	none	ambiguous	E1		True	False	none	delay	none	ambiguous	5	E1		False	False	False	False	none
F0297	full_ted	ambiguous	delay	none	ambiguous	E1		True	False	outcome	delay	none	ambiguous	5	E1		True	False	False	False	outcome
F0298	full_ted	ambiguous	delay	none	ambiguous	E1		True	False	reversal	delay	none	ambiguous	5	E1		False	True	False	False	reversal
F0299	full_ted	ambiguous	delay	none	ambiguous	E1		True	False	rescue	delay	none	ambiguous	5	E1		False	False	True	False	rescue
F0300	full_ted	ambiguous	delay	none	ambiguous	E1		True	False	replication	delay	none	ambiguous	5	E1		False	False	False	True	replication
F0301	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_estimable	True	False	none	delay	none	not_identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0302	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_estimable	True	False	outcome	delay	none	not_identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0303	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_estimable	True	False	reversal	delay	none	not_identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0304	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_estimable	True	False	rescue	delay	none	not_identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0305	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_estimable	True	False	replication	delay	none	not_identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0306	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_identifiable	True	False	none	delay	none	not_identifiable	3	E0	E0_not_identifiable	False	False	False	False	none
F0307	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_identifiable	True	False	outcome	delay	none	not_identifiable	3	E0	E0_not_identifiable	True	False	False	False	outcome
F0308	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_identifiable	True	False	reversal	delay	none	not_identifiable	3	E0	E0_not_identifiable	False	True	False	False	reversal
F0309	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_identifiable	True	False	rescue	delay	none	not_identifiable	3	E0	E0_not_identifiable	False	False	True	False	rescue
F0310	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_identifiable	True	False	replication	delay	none	not_identifiable	3	E0	E0_not_identifiable	False	False	False	True	replication
F0311	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_identifiable	True	False	none	delay	none	not_identifiable	5	E0	E0_not_identifiable	False	False	False	False	none
F0312	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_identifiable	True	False	outcome	delay	none	not_identifiable	5	E0	E0_not_identifiable	True	False	False	False	outcome
F0313	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_identifiable	True	False	reversal	delay	none	not_identifiable	5	E0	E0_not_identifiable	False	True	False	False	reversal
F0314	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_identifiable	True	False	rescue	delay	none	not_identifiable	5	E0	E0_not_identifiable	False	False	True	False	rescue
F0315	full_ted	ambiguous	delay	none	not_identifiable	E0	E0_not_identifiable	True	False	replication	delay	none	not_identifiable	5	E0	E0_not_identifiable	False	False	False	True	replication
F0316	full_ted	ambiguous	delay	composition	identifiable	E0	E0_not_estimable	True	False	none	delay	composition	identifiable	2	E0	E0_not_estimable	False	False	False	False	none
F0317	full_ted	ambiguous	delay	composition	identifiable	E0	E0_not_estimable	True	False	outcome	delay	composition	identifiable	2	E0	E0_not_estimable	True	False	False	False	outcome
F0318	full_ted	ambiguous	delay	composition	identifiable	E0	E0_not_estimable	True	False	reversal	delay	composition	identifiable	2	E0	E0_not_estimable	False	True	False	False	reversal
F0319	full_ted	ambiguous	delay	composition	identifiable	E0	E0_not_estimable	True	False	rescue	delay	composition	identifiable	2	E0	E0_not_estimable	False	False	True	False	rescue
F0320	full_ted	ambiguous	delay	composition	identifiable	E0	E0_not_estimable	True	False	replication	delay	composition	identifiable	2	E0	E0_not_estimable	False	False	False	True	replication
F0321	full_ted	ambiguous	delay	composition	identifiable	E0	E0_artifact_dominated	True	False	none	delay	composition	identifiable	3	E0	E0_artifact_dominated	False	False	False	False	none
F0322	full_ted	ambiguous	delay	composition	identifiable	E0	E0_artifact_dominated	True	False	outcome	delay	composition	identifiable	3	E0	E0_artifact_dominated	True	False	False	False	outcome
F0323	full_ted	ambiguous	delay	composition	identifiable	E0	E0_artifact_dominated	True	False	reversal	delay	composition	identifiable	3	E0	E0_artifact_dominated	False	True	False	False	reversal
F0324	full_ted	ambiguous	delay	composition	identifiable	E0	E0_artifact_dominated	True	False	rescue	delay	composition	identifiable	3	E0	E0_artifact_dominated	False	False	True	False	rescue
F0325	full_ted	ambiguous	delay	composition	identifiable	E0	E0_artifact_dominated	True	False	replication	delay	composition	identifiable	3	E0	E0_artifact_dominated	False	False	False	True	replication
F0326	full_ted	ambiguous	delay	composition	identifiable	E0	E0_artifact_dominated	True	False	none	delay	composition	identifiable	5	E0	E0_artifact_dominated	False	False	False	False	none
F0327	full_ted	ambiguous	delay	composition	identifiable	E0	E0_artifact_dominated	True	False	outcome	delay	composition	identifiable	5	E0	E0_artifact_dominated	True	False	False	False	outcome
F0328	full_ted	ambiguous	delay	composition	identifiable	E0	E0_artifact_dominated	True	False	reversal	delay	composition	identifiable	5	E0	E0_artifact_dominated	False	True	False	False	reversal
F0329	full_ted	ambiguous	delay	composition	identifiable	E0	E0_artifact_dominated	True	False	rescue	delay	composition	identifiable	5	E0	E0_artifact_dominated	False	False	True	False	rescue
F0330	full_ted	ambiguous	delay	composition	identifiable	E0	E0_artifact_dominated	True	False	replication	delay	composition	identifiable	5	E0	E0_artifact_dominated	False	False	False	True	replication
F0331	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_not_estimable	True	False	none	delay	composition	ambiguous	2	E0	E0_not_estimable	False	False	False	False	none
F0332	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_not_estimable	True	False	outcome	delay	composition	ambiguous	2	E0	E0_not_estimable	True	False	False	False	outcome
F0333	full_ted	ambiguous	delay	composition	ambiguous	E0	E0_not_estimable	True	False	reversal	delay	composition	ambiguous	2	E0	E0_not_estimable	False	True	False	False	reversal
